Id;Record Name;Set;Protein;Species;Species2;400;402;404;406;408;410;412;414;416;418;420;422;424;426;428;430;432;434;436;438;440;442;444;446;448;450;452;454;456;458;460;462;464;466;468;470;472;474;476;478;480;482;484;486;488;490;492;494;496;498;500;502;504;506;508;510;512;514;516;518;520;522;524;526;528;530;532;534;536;538;540;542;544;546;548;550;552;554;556;558;560;562;564;566;568;570;572;574;576;578;580;582;584;586;588;590;592;594;596;598;600;602;604;606;608;610;612;614;616;618;620;622;624;626;628;630;632;634;636;638;640;642;644;646;648;650;652;654;656;658;660;662;664;666;668;670;672;674;676;678;680;682;684;686;688;690;692;694;696;698;700;702;704;706;708;710;712;714;716;718;720;722;724;726;728;730;732;734;736;738;740;742;744;746;748;750;752;754;756;758;760;762;764;766;768;770;772;774;776;778;780;782;784;786;788;790;792;794;796;798;800;802;804;806;808;810;812;814;816;818;820;822;824;826;828;830;832;834;836;838;840;842;844;846;848;850;852;854;856;858;860;862;864;866;868;870;872;874;876;878;880;882;884;886;888;890;892;894;896;898;900;902;904;906;908;910;912;914;916;918;920;922;924;926;928;930;932;934;936;938;940;942;944;946;948;950;952;954;956;958;960;962;964;966;968;970;972;974;976;978;980;982;984;986;988;990;992;994;996;998;1000;1002;1004;1006;1008;1010;1012;1014;1016;1018;1020;1022;1024;1026;1028;1030;1032;1034;1036;1038;1040;1042;1044;1046;1048;1050;1052;1054;1056;1058;1060;1062;1064;1066;1068;1070;1072;1074;1076;1078;1080;1082;1084;1086;1088;1090;1092;1094;1096;1098;1100;1102;1104;1106;1108;1110;1112;1114;1116;1118;1120;1122;1124;1126;1128;1130;1132;1134;1136;1138;1140;1142;1144;1146;1148;1150;1152;1154;1156;1158;1160;1162;1164;1166;1168;1170;1172;1174;1176;1178;1180;1182;1184;1186;1188;1190;1192;1194;1196;1198;1200;1202;1204;1206;1208;1210;1212;1214;1216;1218;1220;1222;1224;1226;1228;1230;1232;1234;1236;1238;1240;1242;1244;1246;1248;1250;1252;1254;1256;1258;1260;1262;1264;1266;1268;1270;1272;1274;1276;1278;1280;1282;1284;1286;1288;1290;1292;1294;1296;1298;1300;1302;1304;1306;1308;1310;1312;1314;1316;1318;1320;1322;1324;1326;1328;1330;1332;1334;1336;1338;1340;1342;1344;1346;1348;1350;1352;1354;1356;1358;1360;1362;1364;1366;1368;1370;1372;1374;1376;1378;1380;1382;1384;1386;1388;1390;1392;1394;1396;1398;1400;1402;1404;1406;1408;1410;1412;1414;1416;1418;1420;1422;1424;1426;1428;1430;1432;1434;1436;1438;1440;1442;1444;1446;1448;1450;1452;1454;1456;1458;1460;1462;1464;1466;1468;1470;1472;1474;1476;1478;1480;1482;1484;1486;1488;1490;1492;1494;1496;1498;1500;1502;1504;1506;1508;1510;1512;1514;1516;1518;1520;1522;1524;1526;1528;1530;1532;1534;1536;1538;1540;1542;1544;1546;1548;1550;1552;1554;1556;1558;1560;1562;1564;1566;1568;1570;1572;1574;1576;1578;1580;1582;1584;1586;1588;1590;1592;1594;1596;1598;1600;1602;1604;1606;1608;1610;1612;1614;1616;1618;1620;1622;1624;1626;1628;1630;1632;1634;1636;1638;1640;1642;1644;1646;1648;1650;1652;1654;1656;1658;1660;1662;1664;1666;1668;1670;1672;1674;1676;1678;1680;1682;1684;1686;1688;1690;1692;1694;1696;1698;1700;1702;1704;1706;1708;1710;1712;1714;1716;1718;1720;1722;1724;1726;1728;1730;1732;1734;1736;1738;1740;1742;1744;1746;1748;1750;1752;1754;1756;1758;1760;1762;1764;1766;1768;1770;1772;1774;1776;1778;1780;1782;1784;1786;1788;1790;1792;1794;1796;1798;1800;1802;1804;1806;1808;1810;1812;1814;1816;1818;1820;1822;1824;1826;1828;1830;1832;1834;1836;1838;1840;1842;1844;1846;1848;1850;1852;1854;1856;1858;1860;1862;1864;1866;1868;1870;1872;1874;1876;1878;1880;1882;1884;1886;1888;1890;1892;1894;1896;1898;1900;1902;1904;1906;1908;1910;1912;1914;1916;1918;1920;1922;1924;1926;1928;1930;1932;1934;1936;1938;1940;1942;1944;1946;1948;1950;1952;1954;1956;1958;1960;1962;1964;1966;1968;1970;1972;1974;1976;1978;1980;1982;1984;1986;1988;1990;1992;1994;1996;1998;2000;2002;2004;2006;2008;2010;2012;2014;2016;2018;2020;2022;2024;2026;2028;2030;2032;2034;2036;2038;2040;2042;2044;2046;2048;2050;2052;2054;2056;2058;2060;2062;2064;2066;2068;2070;2072;2074;2076;2078;2080;2082;2084;2086;2088;2090;2092;2094;2096;2098;2100;2102;2104;2106;2108;2110;2112;2114;2116;2118;2120;2122;2124;2126;2128;2130;2132;2134;2136;2138;2140;2142;2144;2146;2148;2150;2152;2154;2156;2158;2160;2162;2164;2166;2168;2170;2172;2174;2176;2178;2180;2182;2184;2186;2188;2190;2192;2194;2196;2198;2200;2202;2204;2206;2208;2210;2212;2214;2216;2218;2220;2222;2224;2226;2228;2230;2232;2234;2236;2238;2240;2242;2244;2246;2248;2250;2252;2254;2256;2258;2260;2262;2264;2266;2268;2270;2272;2274;2276;2278;2280;2282;2284;2286;2288;2290;2292;2294;2296;2298;2300;2302;2304;2306;2308;2310;2312;2314;2316;2318;2320;2322;2324;2326;2328;2330;2332;2334;2336;2338;2340;2342;2344;2346;2348;2350;2352;2354;2356;2358;2360;2362;2364;2366;2368;2370;2372;2374;2376;2378;2380;2382;2384;2386;2388;2390;2392;2394;2396;2398;2400;2402;2404;2406;2408;2410;2412;2414;2416;2418;2420;2422;2424;2426;2428;2430;2432;2434;2436;2438;2440;2442;2444;2446;2448;2450;2452;2454;2456;2458;2460;2462;2464;2466;2468;2470;2472;2474;2476;2478;2480;2482;2484;2486;2488;2490;2492;2494;2496;2498
1;FM-G1;Training;9,5;FM;Finger millet;0,3757299;0,3766204;0,3772414;0,3775992;0,3776694;0,3775342;0,3772529;0,3767995;0,3762005;0,3755508;0,3748653;0,3740458;0,3730282;0,3718707;0,37071;0,3696445;0,3687126;0,3679238;0,3672816;0,3667438;0,3662283;0,3657499;0,3653305;0,3649143;0,3644831;0,3640161;0,3635311;0,3630658;0,3626307;0,3622069;0,3617681;0,3613511;0,3609269;0,3604781;0,3600128;0,3595565;0,3591415;0,3587816;0,3583815;0,3579197;0,3574027;0,3568875;0,3563883;0,355876;0,3552836;0,354629;0,3539241;0,3531793;0,3523933;0,3515891;0,3507227;0,3498113;0,348874;0,3479307;0,3469739;0,3459796;0,3449469;0,3438616;0,3427654;0,3416786;0,3405936;0,3394894;0,3383584;0,3371996;0,3360136;0,3348005;0,3335691;0,332323;0,3310643;0,3297887;0,3284957;0,3271822;0,3258557;0,3245248;0,3231944;0,3218622;0,3205309;0,3192101;0,3179119;0,3166387;0,3153871;0,3141466;0,3129132;0,3116829;0,3104493;0,3092027;0,3079481;0,3066843;0,3053992;0,3040726;0,302701;0,3012742;0,299771;0,2982151;0,2966066;0,2949217;0,2931768;0,2913815;0,2895254;0,2876184;0,2856824;0,2837127;0,2817121;0,2796814;0,2776336;0,2755789;0,273518;0,2714535;0,2693891;0,2673332;0,2652979;0,2632808;0,2612814;0,2593066;0,2573482;0,2554108;0,2534954;0,2516008;0,2497283;0,2478762;0,2460381;0,2442187;0,242424;0,240665;0,2389469;0,2372781;0,2356645;0,2341099;0,2326079;0,2311456;0,2297133;0,2282955;0,226884;0,225461;0,2240085;0,2225099;0,2209498;0,2193328;0,2176547;0,2159241;0,2141521;0,2123596;0,2105724;0,2088087;0,2070834;0,2054059;0,2037757;0,2021871;0,2006386;0,199122;0,1976291;0,1961519;0,1946846;0,1932283;0,1917797;0,1903382;0,1889046;0,1874804;0,1860747;0,1846821;0,1833006;0,1819317;0,180577;0,1792402;0,1779169;0,1766037;0,175301;0,17401;0,172727;0,171453;0,1701918;0,1689406;0,1676998;0,1664709;0,1652514;0,1640366;0,1628227;0,1616127;0,1604032;0,1591919;0,1579729;0,1567464;0,1555163;0,1542789;0,1530356;0,151792;0,1505512;0,1493137;0,1480785;0,1468485;0,1456246;0,144409;0,1432048;0,1420119;0,1408258;0,1396413;0,138451;0,1372521;0,1360442;0,1348303;0,1336155;0,1324008;0,1311892;0,1299843;0,1287954;0,1276307;0,1264897;0,1253698;0,1242698;0,1231863;0,1221152;0,1210513;0,1199921;0,1189355;0,1178851;0,1168452;0,1158149;0,1147941;0,1137743;0,1127617;0,1117589;0,1107646;0,1097788;0,1088038;0,1078393;0,1068865;0,1059494;0,1050249;0,1041163;0,1032289;0,1023607;0,1015081;0,1006643;0,0998387;0,0990315;0,0982528;0,0975008;0,0967632;0,0960419;0,0953448;0,0946733;0,0940323;0,0934207;0,0928405;0,0922935;0,0917786;0,0912986;0,0908513;0,0904344;0,0900435;0,0896757;0,0893288;0,0889987;0,0886736;0,0883408;0,0879916;0,0876182;0,0872141;0,0867784;0,0863095;0,0858083;0,085278;0,0847252;0,0841556;0,0835738;0,0829891;0,0824106;0,0818464;0,0813026;0,0807881;0,0803149;0,0798946;0,0795348;0,0792433;0,0790306;0,0789065;0,0788782;0,0789493;0,0791223;0,0793948;0,0797705;0,0802507;0,0808305;0,0815035;0,0822536;0,0830594;0,0838914;0,0847178;0,0855027;0,0862128;0,0868283;0,0873296;0,0877106;0,0879746;0,0881309;0,0881927;0,0881746;0,0880838;0,0879336;0,0877316;0,0874837;0,0871967;0,0868743;0,0865212;0,0861378;0,0857282;0,085294;0,0848375;0,0843594;0,0838635;0,0833504;0,0828261;0,0822943;0,081758;0,0812202;0,0806828;0,0801495;0,0796222;0,0790995;0,0785834;0,0780729;0,0775717;0,0770788;0,0765965;0,076125;0,0756579;0,0751922;0,0747264;0,0742612;0,0737941;0,0733233;0,0728501;0,0723759;0,0719036;0,0714386;0,0709846;0,0705427;0,0701125;0,0697;0,0693083;0,0689363;0,0685853;0,0682469;0,0679229;0,067601;0,0672687;0,0669155;0,0665392;0,0661519;0,0657698;0,0663717;0,0661358;0,065929;0,0657545;0,065625;0,0655395;0,0654922;0,0654879;0,0655411;0,0656584;0,0658502;0,066139;0,0665488;0,0671034;0,0678354;0,0687699;0,0699131;0,0712679;0,072827;0,0745666;0,0764642;0,0785079;0,0806904;0,08299;0,0853699;0,0878029;0,0902689;0,0927414;0,0951938;0,0976112;0,099986;0,1023064;0,104561;0,1067501;0,108891;0,1109976;0,1130733;0,1151258;0,1171682;0,1192058;0,1212262;0,1232093;0,1251341;0,1269741;0,1286993;0,1302737;0,1316676;0,1328652;0,1338485;0,1346029;0,1351183;0,1353893;0,1354181;0,1352131;0,1347824;0,1341265;0,1332599;0,1322144;0,1310208;0,1297093;0,1283108;0,1268616;0,1253955;0,1239381;0,1225091;0,1211298;0,1198239;0,1186041;0,1174716;0,1164344;0,1155009;0,1146696;0,1139381;0,1133018;0,1127516;0,1122728;0,1118487;0,1114738;0,1111476;0,1108591;0,1105935;0,1103417;0,1100934;0,1098391;0,1095759;0,1092998;0,1090017;0,1086786;0,1083292;0,1079536;0,1075491;0,1071207;0,1066823;0,1062489;0,1058361;0,1054527;0,1051078;0,1048115;0,1045716;0,1043939;0,1042818;0,1042438;0,1042875;0,1044197;0,1046466;0,104973;0,1054082;0,1059573;0,1066198;0,107401;0,1083119;0,1093654;0,1105705;0,1119308;0,1134494;0,115119;0,1169363;0,1188974;0,1209971;0,1232304;0,1255815;0,1280313;0,1305584;0,1331414;0,1357656;0,1384144;0,1410614;0,1436774;0,1462416;0,1487367;0,1511451;0,1534491;0,155648;0,1577524;0,1597694;0,1617055;0,1635708;0,1653963;0,1672497;0,169223;0,1714084;0,1738765;0,1766692;0,179811;0,1833285;0,1872538;0,1916132;0,196424;0,2017047;0,2074686;0,2137171;0,220452;0,2276658;0,2353284;0,2433904;0,2517857;0,2604369;0,2692579;0,2781498;0,2870027;0,2957053;0,3041424;0,3121992;0,3197757;0,3267935;0,333193;0,3389385;0,3440174;0,3484401;0,3522426;0,3554763;0,3582031;0,3604817;0,36237;0,3639308;0,3652202;0,3662828;0,3671568;0,3678744;0,3684533;0,3689011;0,3692212;0,3694119;0,3694675;0,3693856;0,3691646;0,3688048;0,368314;0,3677047;0,3669957;0,3662055;0,3653419;0,3644105;0,3634175;0,3623684;0,3612678;0,3601165;0,3589268;0,3577141;0,3564857;0,3552473;0,3540037;0,3527619;0,3515316;0,3503197;0,3491288;0,3479612;0,3468204;0,3457184;0,3446655;0,3436679;0,3427341;0,3418681;0,3410694;0,340342;0,3396954;0,3391296;0,3386315;0,3381967;0,3378306;0,337523;0,3372519;0,3370057;0,3367858;0,3365956;0,3364297;0,3362814;0,3361453;0,3360172;0,3358906;0,3357535;0,3355954;0,3354106;0,3351792;0,3348804;0,3345137;0,3340769;0,3335589;0,3329535;0,3322484;0,331432;0,3305001;0,329451;0,3282807;0,3269825;0,3255686;0,3240523;0,3224417;0,3207445;0,3189688;0,3171296;0,3152488;0,3133408;0,3114177;0,3094956;0,3075845;0,3056885;0,3038092;0,3019498;0,3001084;0,2982832;0,2964875;0,2947334;0,2930297;0,2913783;0,2897697;0,2882067;0,2866925;0,2852238;0,2838039;0,2824427;0,281139;0,2798925;0,2787089;0,2775969;0,2765661;0,2756206;0,2747654;0,274008;0,2733506;0,2727898;0,2723315;0,2719956;0,2718067;0,2717909;0,2719739;0,2723848;0,2730551;0,2740204;0,2753152;0,2769697;0,2789941;0,2813576;0,2839967;0,2868147;0,289683;0,2924608;0,2950158;0,2972346;0,2990414;0,3004137;0,3013822;0,3020045;0,3023537;0,3025254;0,3026287;0,3027588;0,3029832;0,3033291;0,3037899;0,3043597;0,305034;0,3058023;0,3066477;0,3075486;0,3084852;0,3094513;0,3104507;0,3114958;0,3125969;0,3137401;0,3148882;0,3159897;0,3169741;0,3177898;0,3184269;0,3188988;0,3192443;0,319516;0,3197609;0,320015;0,3203066;0,3206512;0,3210534;0,321495;0,3219341;0,3223083;0,3225511;0,3226039;0,3224285;0,3220089;0,3213417;0,3204489;0,3193654;0,3181279;0,3167806;0,3153711;0,313931;0,3124831;0,3110499;0,309653;0,308315;0,3070479;0,3058645;0,304775;0,3037779;0,3028538;0,3019774;0,301129;0,3002844;0,299416;0,2985038;0,2975334;0,2964879;0,295359;0,2941449;0,2928541;0,2915033;0,2901071;0,2886967;0,2873204;0,286022;0,2848345;0,283802;0,2829667;0,282348;0,2819646;0,2818368;0,2819762;0,2823875;0,2830707;0,284024;0,2852685;0,2868583;0,2888825;0,291418;0,2944908;0,298097;0,3022423;0,3069807;0,3124181;0,3186861;0,3259172;0,3342109;0,3435981;0,3540266;0,3653791;0,3775402;0,3904357;0,4039714;0,4179483;0,4320377;0,4458394;0,4590108;0,4713569;0,4828188;0,4933772;0,5030094;0,5117092;0,5194694;0,5262569;0,5320038;0,5366399;0,5401307;0,5424658;0,5436485;0,5436997;0,5426884;0,5407418;0,5380218;0,5347044;0,5309618;0,5269361;0,5227423;0,5184665;0,5141742;0,5099187;0,5057313;0,5016244;0,4976077;0,4936845;0,4898538;0,486107;0,4824291;0,4788066;0,4752262;0,4716695;0,4681333;0,4646266;0,4611498;0,4577169;0,454352;0,4510877;0,4479515;0,4449672;0,4421821;0,4396286;0,4373277;0,4353109;0,4336135;0,4322713;0,4313114;0,4307567;0,4306169;0,430891;0,4315749;0,4326732;0,4341834;0,4360963;0,4384098;0,4411077;0,4441698;0,4475679;0,4512715;0,4552464;0,4594557;0,4638523;0,4683968;0,4730424;0,477755;0,4825273;0,4873286;0,4921286;0,4968942;0,501599;0,5062165;0,5107123;0,515075;0,5192966;0,5233476;0,5272177;0,5309241;0,5344703;0,5378663;0,541117;0,5442184;0,5471628;0,5499612;0,5526289;0,5551512;0,5575234;0,5597488;0,5618243;0,5637323;0,5654649;0,5670371;0,5684476;0,5696838;0,5707356;0,5716178;0,5723236;0,5728469;0,5731891;0,5733552;0,5733334;0,5731366;0,5727737;0,5722279;0,5715066;0,5706266;0,5695983;0,5684096;0,5670715;0,5655973;0,5639778;0,5622162;0,5603247;0,5583317;0,5562615;0,5541166;0,551894;0,5495891;0,5472087;0,5447557;0,5422083;0,5395933;0,5369601;0,5343287;0,5317125;0,5291257;0,5265611;0,5240421;0,5215669;0,5191153;0,516667;0,5141906;0,5117106;0,5092406;0,5067489;0,5042288;0,5017087;0,4991836;0,4966685;0,4941622;0,4916519;0,4891578;0,4867072;0,4842924;0,481884;0,4795001;0,4771697;0,4748967;0,4726892;0,4705819;0,4685786;0,4666855;0,4649141;0,4632627;0,4617352;0,4603509;0,4591241;0,45808;0,4572395;0,4566269;0,4562754;0,45625;0,4565888;0,4573001;0,458418;0,4600148;0,4621269;0,4647754;0,4680021;0,4718035;0,4761583;0,4810439;0,4864247;0,4922251;0,4983483;0,5047154;0,5112426;0,5178161;0,5243315;0,5307839;0,5372085;0,5436515;0,5501526;0,5567666;0,5633837;0,569766;0,575573;0,5803567;0,58377;0,5857081;0,5863016;0,585878;0,5848706;0,5838042;0,5831379;0,5831554;0,583884;0,5852321;0,5871345;0,5894125;0,5918044;0,5940288;0,5959168;0,5973836;0,5983968;0,5989347;0,5990514;0,5988085;0,5982034;0,5973372;0,5962653;0,5949787;0,5935608;0,5920863;0,5906048;0,5892016;0,5879313;0,5867484;0,5855854;0,5844402;0,5833052;0,5821861;0,5810872;0,5800844;0,5792217;0,5784952;0,5779766;0,5776439;0,5774449;0,5773383;0,5772702;0,5771964;0,5770549;0,576848;0,5765847;0,5762641;0,575922;0,5755995;0,5753791;0,5753409;0,5755193;0,5759262;0,5765865;0,5775798;0,5789344;0,5806657;0,5827976;0,5853196;0,5882386;0,5914988;0,5950206;0,598717;0,6025575;0,6066124;0,6108528;0,6151664;0,6195097;0,623818;0,6280949;0,6323987;0,6367853;0,6413046;0,6458911;0,6505536;0,6553211;0,6602092;0,665196;0,6702149;0,6752508;0,6802063;0,6850147;0,6896409;0,6941065;0,6984832;0,7027562;0,7069122;0,7110025;0,7150164;0,7189813;0,7229188;0,7266828;0,7302399;0,7337033;0,7369831;0,7399324;0,7426038;0,7449368;0,7469377;0,7487342;0,7502513;0,7514178;0,7522243;0,752645;0,7527339;0,7525501;0,7521218
